_id,EmpID,FirstName,LastName,Title,Supervisor,ADEmail,PayZone,EmployeeClassificationType,DepartmentType,DOB,State,GenderCode,Performance Score,Current Employee Rating,password
64f809ed579803c711d60bb7,3437,Myriam,Givens,Area Sales Manager,Troy White,myriam.givens@bilearner.com,Zone B,Temporary,Sales,26-01-1964,IN,Female,Fully Meets,5,123456
64f809ed579803c711d60bb8,3438,Dheepa,Nguyen,Area Sales Manager,Brian Miller,dheepa.nguyen@bilearner.com,Zone C,Temporary,Sales,06-04-1948,GA,Female,Fully Meets,3,123456
64f809ed579803c711d60bb9,3439,Bartholemew,Khemmich,Area Sales Manager,Charles Parks,bartholemew.khemmich@bilearner.com,Zone A,Temporary,Sales,24-11-1981,CO,Male,Fully Meets,3,123456
64f809ed579803c711d60bba,3440,Xana,Potts,Area Sales Manager,Gregory Walker,xana.potts@bilearner.com,Zone A,Full-Time,Sales,06-11-1951,KY,Female,Fully Meets,3,123456
64f809ed579803c711d60bbb,3441,Prater,Jeremy,Area Sales Manager,Tyler Lewis,prater.jeremy@bilearner.com,Zone A,Part-Time,Sales,21-11-1989,NV,Male,Exceeds,4,123456
64f809ed579803c711d60bbc,3442,Kaylah,Moon,Area Sales Manager,Ashley Scott,kaylah.moon@bilearner.com,Zone A,Full-Time,IT/IS,24-11-1952,MA,Male,Exceeds,2,123456
64f809ed579803c711d60bbd,3443,Kristen,Tate,Area Sales Manager,Lauren Jones,kristen.tate@bilearner.com,Zone C,Part-Time,IT/IS,08-04-1994,KY,Male,Fully Meets,3,123456
64f809ed579803c711d60bbe,3444,Bobby,Rodgers,Area Sales Manager,Matthew Jackson,bobby.rodgers@bilearner.com,Zone A,Part-Time,Sales,15-11-1983,KY,Male,Fully Meets,3,123456
64f809ed579803c711d60bbf,3445,Reid,Park,Area Sales Manager,Michelle Mitchell,reid.park@bilearner.com,Zone C,Full-Time,Sales,07-12-1985,KY,Female,Exceeds,4,123456
64f809ed579803c711d60bc0,3446,Hector,Dalton,Area Sales Manager,Sydney French,hector.dalton@bilearner.com,Zone A,Part-Time,Sales,01-05-1996,TX,Female,Exceeds,2,123456
64f809ed579803c711d60bc1,3447,Mariela,Schultz,Area Sales Manager,Michelle Evans MD,mariela.schultz@bilearner.com,Zone C,Part-Time,Sales,17-02-1964,TX,Female,Fully Meets,3,123456
64f809ed579803c711d60bc2,3448,Angela,Molina,Area Sales Manager,Patricia Cook,angela.molina@bilearner.com,Zone A,Temporary,Sales,12-05-1958,TX,Male,Fully Meets,3,123456
64f809ed579803c711d60bc3,3449,Gerald,Preston,Area Sales Manager,Ashley Reeves,gerald.preston@bilearner.com,Zone B,Temporary,Sales,18-09-1992,CO,Male,Fully Meets,5,123456
64f809ed579803c711d60bc4,3450,Reilly,Moyer,Area Sales Manager,Stanley Harvey,reilly.moyer@bilearner.com,Zone C,Temporary,Sales,11-08-1994,CO,Male,Exceeds,2,123456
64f809ed579803c711d60bc5,3451,Carlee,French,Area Sales Manager,Michael Bradshaw,carlee.french@bilearner.com,Zone C,Full-Time,Sales,15-01-1968,CO,Male,Exceeds,3,123456
64f809ed579803c711d60bc6,3452,Jaydon,Blackburn,Area Sales Manager,Debbie Crosby,jaydon.blackburn@bilearner.com,Zone A,Part-Time,Sales,07-01-1947,IN,Male,Fully Meets,2,123456
64f809ed579803c711d60bc7,3453,Bridger,Carter,Area Sales Manager,Elizabeth Taylor,bridger.carter@bilearner.com,Zone C,Part-Time,Sales,07-04-1982,MA,Male,Fully Meets,4,123456
64f809ed579803c711d60bc8,3454,Leon,Beard,Area Sales Manager,Brian Dunlap,leon.beard@bilearner.com,Zone C,Full-Time,IT/IS,29-01-1970,KY,Male,Needs Improvement,4,123456
64f809ed579803c711d60bc9,3455,Charity,Miranda,Area Sales Manager,Daniel Rodriguez,charity.miranda@bilearner.com,Zone C,Temporary,Sales,18-01-1999,KY,Male,Exceeds,4,123456
64f809ed579803c711d60bca,3456,Axel,Howe,Area Sales Manager,Martin Hammond,axel.howe@bilearner.com,Zone A,Temporary,Sales,25-09-1946,KY,Female,Fully Meets,3,123456
64f809ed579803c711d60bcb,3457,Milton,Wall,Area Sales Manager,Sara Bell,milton.wall@bilearner.com,Zone B,Temporary,Sales,23-08-1947,KY,Female,Needs Improvement,3,123456
64f809ed579803c711d60bcc,3458,Cory,Robinson,Area Sales Manager,Elizabeth Anderson,cory.robinson@bilearner.com,Zone A,Full-Time,Sales,12-08-1996,TX,Female,Needs Improvement,3,123456
64f809ed579803c711d60bcd,3459,Saniya,Yu,Area Sales Manager,Erin Bailey,saniya.yu@bilearner.com,Zone A,Full-Time,Sales,09-02-1944,TX,Male,Exceeds,2,123456
64f809ed579803c711d60bce,3460,Alisa,James,Area Sales Manager,Dennis Henderson,alisa.james@bilearner.com,Zone A,Full-Time,Sales,10-02-1944,TX,Male,Fully Meets,3,123456
64f809ed579803c711d60bcf,3461,Lincoln,Compton,Area Sales Manager,Tammy Conner,lincoln.compton@bilearner.com,Zone C,Part-Time,Sales,29-12-1997,CO,Male,Needs Improvement,1,123456
64f809ed579803c711d60bd0,3462,Aliana,Nolan,Area Sales Manager,Brianna Mathews,aliana.nolan@bilearner.com,Zone A,Full-Time,Sales,09-08-1942,CO,Male,Needs Improvement,3,123456
64f809ed579803c711d60bd1,3463,Kayden,Dodson,Area Sales Manager,Jessica Peters,kayden.dodson@bilearner.com,Zone A,Temporary,Sales,21-06-1951,IN,Male,Fully Meets,1,123456
64f809ed579803c711d60bd2,3464,James,Duke,Area Sales Manager,Mark Harris,james.duke@bilearner.com,Zone B,Full-Time,Sales,17-06-1998,MA,Male,Needs Improvement,5,123456
64f809ed579803c711d60bd3,3465,Willow,Stuart,Area Sales Manager,Elizabeth Tapia,willow.stuart@bilearner.com,Zone B,Full-Time,Sales,07-01-1962,MA,Male,Needs Improvement,3,123456
64f809ed579803c711d60bd4,3466,Clayton,Walker,Area Sales Manager,Jon Holden,clayton.walker@bilearner.com,Zone C,Full-Time,IT/IS,26-01-1979,KY,Male,Exceeds,4,123456
64f809ed579803c711d60bd5,3467,Celia,Curtis,Area Sales Manager,Michael Odonnell,celia.curtis@bilearner.com,Zone A,Part-Time,Sales,14-05-1987,KY,Female,Exceeds,1,123456
64f809ed579803c711d60bd6,3468,Valentin,Reilly,Area Sales Manager,Andres Parker,valentin.reilly@bilearner.com,Zone B,Temporary,Sales,26-04-1998,KY,Female,Fully Meets,4,123456
64f809ed579803c711d60bd7,3469,Ryland,Shepherd,Area Sales Manager,James Berry,ryland.shepherd@bilearner.com,Zone B,Full-Time,Sales,21-02-1945,TX,Female,Needs Improvement,3,123456
64f809ed579803c711d60bd8,3470,Esteban,Gilbert,Area Sales Manager,Gail Ali,esteban.gilbert@bilearner.com,Zone C,Part-Time,Sales,31-05-1997,TX,Female,Needs Improvement,3,123456
64f809ed579803c711d60bd9,3471,Jonathan,Adkins,Area Sales Manager,John Marshall,jonathan.adkins@bilearner.com,Zone C,Temporary,Sales,03-01-1967,TX,Male,Fully Meets,4,123456
64f809ed579803c711d60bda,3472,Nevaeh,Soto,Area Sales Manager,Jessica Chang,nevaeh.soto@bilearner.com,Zone C,Full-Time,Sales,12-01-1982,TX,Male,Exceeds,4,123456
64f809ed579803c711d60bdb,3473,Chaim,Mata,Area Sales Manager,Desiree Vang,chaim.mata@bilearner.com,Zone A,Temporary,Sales,01-10-1950,CO,Male,Exceeds,2,123456
64f809ed579803c711d60bdc,3474,Arely,Patton,Area Sales Manager,Andrew Goodman,arely.patton@bilearner.com,Zone A,Temporary,Sales,16-12-1965,CO,Male,Fully Meets,2,123456
64f809ed579803c711d60bdd,3475,Vance,Trujillo,Area Sales Manager,Rebecca Simpson,vance.trujillo@bilearner.com,Zone C,Temporary,Sales,25-12-1957,IN,Male,Fully Meets,2,123456
64f809ed579803c711d60bde,3476,Charlie,Koch,Area Sales Manager,Samantha Cardenas,charlie.koch@bilearner.com,Zone A,Temporary,Sales,20-06-1945,MA,Male,Needs Improvement,2,123456
64f809ed579803c711d60bdf,3477,Sonny,Horne,Area Sales Manager,Nancy Johnson,sonny.horne@bilearner.com,Zone A,Full-Time,IT/IS,03-12-1969,KY,Female,Needs Improvement,2,123456
64f809ed579803c711d60be0,3478,Thomas,Chandler,Area Sales Manager,Richard Hodges,thomas.chandler@bilearner.com,Zone C,Temporary,Sales,10-10-1957,KY,Female,Fully Meets,2,123456
64f809ed579803c711d60be1,3479,Sarai,Stone,Area Sales Manager,Madison Wilson,sarai.stone@bilearner.com,Zone A,Part-Time,Sales,17-05-1962,TX,Female,Fully Meets,2,123456
64f809ed579803c711d60be2,3480,Jerimiah,Harmon,Area Sales Manager,Eric King,jerimiah.harmon@bilearner.com,Zone C,Temporary,Sales,09-08-1946,TX,Female,Fully Meets,1,123456
64f809ed579803c711d60be3,3481,Leland,Allen,Area Sales Manager,Brandon Harris,leland.allen@bilearner.com,Zone C,Part-Time,Sales,11-12-1965,TX,Male,Fully Meets,4,123456
64f809ed579803c711d60be4,3482,Cristal,Bolton,Area Sales Manager,Matthew Flores,cristal.bolton@bilearner.com,Zone A,Temporary,Sales,11-02-1990,TX,Male,Needs Improvement,2,123456
64f809ed579803c711d60be5,3483,Jaslene,Harding,Area Sales Manager,Krystal Hamilton,jaslene.harding@bilearner.com,Zone B,Temporary,Sales,19-06-1964,CO,Male,Fully Meets,1,123456
64f809ed579803c711d60be6,3484,Albert,Gonzalez,Area Sales Manager,Amber Hernandez,albert.gonzalez@bilearner.com,Zone B,Full-Time,Sales,18-07-1995,CO,Male,Fully Meets,4,123456
64f809ed579803c711d60be7,3485,Jaiden,Johnson,Area Sales Manager,Patricia Smith,jaiden.johnson@bilearner.com,Zone C,Full-Time,Sales,22-08-1994,CO,Male,Fully Meets,5,123456
64f809ed579803c711d60be8,3486,Brendon,Mcconnell,Area Sales Manager,Victoria Krause,brendon.mcconnell@bilearner.com,Zone C,Temporary,Sales,14-11-1990,IN,Male,Fully Meets,4,123456
64f809ed579803c711d60be9,3487,Kimora,Parsons,Area Sales Manager,Jesse Hunt,kimora.parsons@bilearner.com,Zone B,Part-Time,Sales,01-02-1994,KY,Female,Fully Meets,4,123456
64f809ed579803c711d60bea,3488,Willie,Patterson,Area Sales Manager,Shane Jones,willie.patterson@bilearner.com,Zone B,Full-Time,Sales,12-11-1997,KY,Female,Fully Meets,2,123456
64f809ed579803c711d60beb,3489,Devyn,Powers,Area Sales Manager,Jessica Murphy,devyn.powers@bilearner.com,Zone A,Temporary,Sales,02-05-1953,TX,Female,Fully Meets,2,123456
64f809ed579803c711d60bec,3490,Weston,Preston,Area Sales Manager,Crystal Wallace,weston.preston@bilearner.com,Zone A,Part-Time,Sales,10-07-1991,TX,Female,Fully Meets,2,123456
64f809ed579803c711d60bed,3491,Lennon,Buchanan,Area Sales Manager,Tina Nelson,lennon.buchanan@bilearner.com,Zone B,Full-Time,Sales,02-06-1973,TX,Male,Fully Meets,5,123456
64f809ed579803c711d60bee,3492,Vicente,Merritt,Area Sales Manager,Ashley Smith,vicente.merritt@bilearner.com,Zone C,Full-Time,Sales,08-01-1993,CO,Male,Fully Meets,1,123456
64f809ed579803c711d60bef,3493,Hugo,Clay,Area Sales Manager,Eric Taylor,hugo.clay@bilearner.com,Zone C,Full-Time,Sales,17-04-1984,CO,Male,Fully Meets,5,123456
64f809ed579803c711d60bf0,3494,Cohen,Raymond,Area Sales Manager,Jacob Snyder,cohen.raymond@bilearner.com,Zone B,Full-Time,Sales,08-02-1994,CO,Male,Fully Meets,4,123456
64f809ed579803c711d60bf1,3495,Tia,Ellis,Area Sales Manager,Daniel Cabrera,tia.ellis@bilearner.com,Zone B,Temporary,Sales,27-01-1993,IN,Male,Fully Meets,4,123456
64f809ed579803c711d60bf2,3496,Aspen,Bentley,Area Sales Manager,Barbara Garcia,aspen.bentley@bilearner.com,Zone A,Part-Time,Sales,19-09-1964,CA,Male,Fully Meets,5,123456
64f809ed579803c711d60bf3,3497,Graham,Rodriguez,Area Sales Manager,Kendra Murray,graham.rodriguez@bilearner.com,Zone C,Temporary,Sales,18-02-1981,OR,Female,Fully Meets,1,123456
64f809ed579803c711d60bf4,3498,Joel,Mcmillan,Area Sales Manager,Peter Harvey,joel.mcmillan@bilearner.com,Zone A,Full-Time,Sales,17-10-1998,KY,Female,Fully Meets,2,123456
64f809ed579803c711d60bf5,3499,Maci,Frost,Area Sales Manager,Patrick Daniel,maci.frost@bilearner.com,Zone C,Temporary,Sales,16-01-1971,KY,Female,Fully Meets,5,123456
64f809ed579803c711d60bf6,3500,Nevaeh,Lucas,Area Sales Manager,Bryan Douglas,nevaeh.lucas@bilearner.com,Zone B,Part-Time,Sales,25-02-2000,TX,Female,Fully Meets,1,123456
64f809ed579803c711d60bf7,3501,Garrett,Zimmerman,Area Sales Manager,Destiny Hopkins,garrett.zimmerman@bilearner.com,Zone A,Part-Time,Sales,19-04-1959,TX,Male,Fully Meets,4,123456
64f809ed579803c711d60bf8,3502,Eugene,Marks,Area Sales Manager,Angela Morris,eugene.marks@bilearner.com,Zone C,Temporary,Sales,29-06-1976,TX,Male,Fully Meets,1,123456
64f809ed579803c711d60bf9,3503,Geovanni,Pugh,Area Sales Manager,Erica Franklin,geovanni.pugh@bilearner.com,Zone A,Temporary,Sales,27-07-1951,CO,Male,Fully Meets,4,123456
64f809ed579803c711d60bfa,3504,Javon,Kelley,Area Sales Manager,Gabriela Orr,javon.kelley@bilearner.com,Zone B,Part-Time,Sales,23-08-1980,CO,Male,Fully Meets,2,123456
64f809ed579803c711d60bfb,3505,Amaya,Hicks,Area Sales Manager,Michael Wilkins,amaya.hicks@bilearner.com,Zone B,Temporary,Sales,24-07-1943,IN,Male,Fully Meets,1,123456
64f809ed579803c711d60bfc,3506,Laila,Woodard,Area Sales Manager,Jordan Vega,laila.woodard@bilearner.com,Zone B,Temporary,Sales,06-07-1988,IN,Male,Fully Meets,2,123456
64f809ed579803c711d60bfd,3507,Ivan,Huff,Area Sales Manager,John Miller,ivan.huff@bilearner.com,Zone A,Full-Time,Sales,24-03-1973,CA,Male,Fully Meets,4,123456
64f809ed579803c711d60bfe,3508,Aidan,Harding,Area Sales Manager,Trevor Adkins,aidan.harding@bilearner.com,Zone B,Part-Time,Sales,26-05-1942,OR,Male,Fully Meets,5,123456
64f809ed579803c711d60bff,3509,Cruz,Boyer,Area Sales Manager,Marcus Hunt,cruz.boyer@bilearner.com,Zone C,Full-Time,Sales,04-11-1977,KY,Female,Fully Meets,2,123456
64f809ed579803c711d60c00,3510,Raven,Koch,Area Sales Manager,Jennifer King,raven.koch@bilearner.com,Zone A,Full-Time,Sales,17-10-1956,KY,Female,Fully Meets,2,123456
64f809ed579803c711d60c01,3511,Karli,Barker,Area Sales Manager,Shawn Dudley,karli.barker@bilearner.com,Zone B,Full-Time,Sales,18-02-1997,KY,Female,Fully Meets,4,123456
64f809ed579803c711d60c02,3512,Tyrone,Sosa,Area Sales Manager,Lindsay Chang,tyrone.sosa@bilearner.com,Zone C,Temporary,Sales,25-10-1996,TX,Female,Fully Meets,2,123456
64f809ed579803c711d60c03,3513,Damaris,Cisneros,Area Sales Manager,Sharon Ruiz,damaris.cisneros@bilearner.com,Zone C,Temporary,Sales,13-11-1959,TX,Male,Fully Meets,5,123456
64f809ed579803c711d60c04,3514,Alexus,Estes,Area Sales Manager,April Randolph,alexus.estes@bilearner.com,Zone B,Part-Time,Sales,03-01-1958,TX,Male,Fully Meets,1,123456
64f809ed579803c711d60c05,3515,Kinsley,Flowers,Area Sales Manager,Mary Reilly,kinsley.flowers@bilearner.com,Zone A,Part-Time,Sales,29-04-1997,CO,Male,Fully Meets,4,123456
64f809ed579803c711d60c06,3516,Deborah,Love,Area Sales Manager,Eric Goodman,deborah.love@bilearner.com,Zone B,Part-Time,Sales,25-06-1988,CO,Male,Fully Meets,5,123456
64f809ed579803c711d60c07,3517,Milagros,Francis,Area Sales Manager,Caleb Schneider,milagros.francis@bilearner.com,Zone A,Part-Time,Sales,04-01-1942,IN,Male,Fully Meets,4,123456
64f809ed579803c711d60c08,3518,Roberto,Michael,Area Sales Manager,Cheryl Henry,roberto.michael@bilearner.com,Zone B,Part-Time,Sales,24-05-1969,CA,Female,Fully Meets,2,123456
64f809ed579803c711d60c09,3519,Elaine,Ewing,Area Sales Manager,Dan Hernandez,elaine.ewing@bilearner.com,Zone C,Temporary,Sales,28-03-1951,CA,Male,Fully Meets,2,123456
64f809ed579803c711d60c0a,3520,Caiden,Munoz,Area Sales Manager,Teresa Daniel,caiden.munoz@bilearner.com,Zone C,Temporary,Sales,01-03-1963,ND,Female,Fully Meets,1,123456
64f809ed579803c711d60c0b,3521,Jocelyn,Bradford,Area Sales Manager,Melissa Decker,jocelyn.bradford@bilearner.com,Zone C,Part-Time,Sales,16-04-1949,KY,Female,Fully Meets,4,123456
64f809ed579803c711d60c0c,3522,Marques,Armstrong,Area Sales Manager,Michael Nguyen,marques.armstrong@bilearner.com,Zone C,Part-Time,Sales,12-10-1983,KY,Female,Fully Meets,1,123456
64f809ed579803c711d60c0d,3523,Rohan,Chapman,Area Sales Manager,Tony Mcconnell,rohan.chapman@bilearner.com,Zone A,Temporary,Sales,19-12-1978,KY,Female,Fully Meets,2,123456
64f809ed579803c711d60c0e,3524,Emmanuel,Franklin,Area Sales Manager,Adam Gibson,emmanuel.franklin@bilearner.com,Zone B,Full-Time,Sales,11-11-1999,TX,Male,Fully Meets,2,123456
64f809ed579803c711d60c0f,3525,Clayton,Mccormick,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,Zone B,Temporary,Sales,29-01-1967,TX,Male,Fully Meets,2,123456
64f809ed579803c711d60c10,3526,Darius,Krause,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,Zone B,Full-Time,Sales,30-05-1948,TX,Male,Fully Meets,4,123456
64f809ed579803c711d60c11,3527,Ahmed,Hawkins,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,Zone B,Temporary,Sales,15-10-1974,CO,Male,Fully Meets,1,123456
64f809ed579803c711d60c12,3528,Kymani,Benjamin,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,Zone C,Part-Time,Sales,13-12-1991,CO,Male,Fully Meets,2,123456
64f809ed579803c711d60c13,3529,Callum,Mcdaniel,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,Zone C,Full-Time,Sales,18-06-1994,IN,Male,Fully Meets,2,123456
64f809ed579803c711d60c14,3530,Zariah,Black,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,Zone B,Part-Time,Sales,16-06-1993,CA,Female,Fully Meets,2,123456
64f809ed579803c711d60c15,3531,Ronnie,Mayer,Area Sales Manager,Dylan Blake,ronnie.mayer@bilearner.com,Zone C,Full-Time,Sales,18-05-1943,CA,Male,Fully Meets,1,123456
64f809ed579803c711d60c16,3532,Marlon,Ford,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,Zone B,Full-Time,IT/IS,27-11-1966,OR,Female,Fully Meets,1,123456
64f809ed579803c711d60c17,3533,Slade,Griffith,Area Sales Manager,Kelsey Gibson,slade.griffith@bilearner.com,Zone B,Full-Time,Sales,12-11-1966,ND,Male,Fully Meets,2,123456
64f809ed579803c711d60c18,3534,Lee,Frye,Area Sales Manager,Sonia Diaz,lee.frye@bilearner.com,Zone A,Full-Time,Sales,16-08-1959,KY,Female,Fully Meets,4,123456
64f809ed579803c711d60c19,3535,Veronica,Rowe,Area Sales Manager,Brian Morton,veronica.rowe@bilearner.com,Zone A,Temporary,Sales,02-02-1994,KY,Female,Fully Meets,4,123456
64f809ed579803c711d60c1a,3536,Aylin,Berg,Area Sales Manager,Thomas Holmes,aylin.berg@bilearner.com,Zone C,Temporary,Sales,02-01-1989,GA,Female,Fully Meets,2,123456
64f809ed579803c711d60c1b,3537,Neveah,Rowe,Area Sales Manager,Dawn Perez,neveah.rowe@bilearner.com,Zone C,Part-Time,Sales,11-07-1954,TX,Male,Fully Meets,2,123456
64f809ed579803c711d60c1c,3538,Keith,Baxter,Area Sales Manager,Diane Parker,keith.baxter@bilearner.com,Zone C,Part-Time,Sales,29-08-1959,TX,Male,Fully Meets,2,123456
64f809ed579803c711d60c1d,3539,Chaz,Bruce,Area Sales Manager,John Johnson,chaz.bruce@bilearner.com,Zone C,Temporary,Sales,27-11-1983,CO,Male,Fully Meets,5,123456
64f809ed579803c711d60c1e,3540,Maya,Mccann,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,Zone B,Part-Time,Sales,09-06-1983,CO,Male,Exceeds,4,123456
64f809ed579803c711d60c1f,3541,Aaron,Weber,Area Sales Manager,Melanie Garcia,aaron.weber@bilearner.com,Zone B,Full-Time,Sales,27-10-1991,IN,Male,Exceeds,2,123456
64f809ed579803c711d60c20,3542,Ellie,Gill,Area Sales Manager,Amanda Knight,ellie.gill@bilearner.com,Zone A,Temporary,Sales,01-03-1948,IN,Male,Needs Improvement,1,123456
64f809ed579803c711d60c21,3543,Rayne,Kerr,Area Sales Manager,Kimberly Cardenas,rayne.kerr@bilearner.com,Zone A,Temporary,Sales,18-02-1981,CA,Female,Fully Meets,2,123456
64f809ed579803c711d60c22,3544,Samara,Mcbride,Area Sales Manager,Laura Salinas,samara.mcbride@bilearner.com,Zone A,Temporary,Sales,16-09-2000,CA,Male,Fully Meets,2,123456
64f809ed579803c711d60c23,3545,Ryann,Rubio,Area Sales Manager,Andres Jones,ryann.rubio@bilearner.com,Zone C,Temporary,IT/IS,28-01-1943,OR,Female,Fully Meets,1,123456
64f809ed579803c711d60c24,3546,Paris,Carr,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,Zone B,Part-Time,Sales,14-07-1980,ND,Male,Exceeds,1,123456
64f809ed579803c711d60c25,3547,Adriel,Wiggins,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,Zone B,Full-Time,Sales,25-03-1947,KY,Female,Needs Improvement,2,123456
64f809ed579803c711d60c26,3548,Sanaa,Glass,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,Zone A,Full-Time,Sales,25-01-1964,KY,Female,Fully Meets,1,123456
64f809ed579803c711d60c27,3549,Ryan,Lynch,Area Sales Manager,Tracy Castro MD,ryan.lynch@bilearner.com,Zone C,Full-Time,Sales,17-03-1955,GA,Female,Fully Meets,2,123456
64f809ed579803c711d60c28,3550,Charlie,Atkinson,Area Sales Manager,Jennifer Hicks,charlie.atkinson@bilearner.com,Zone C,Temporary,Sales,26-03-1988,TX,Male,Fully Meets,1,123456
64f809ed579803c711d60c29,3551,Emery,Roach,Area Sales Manager,Victoria Bailey,emery.roach@bilearner.com,Zone C,Part-Time,Sales,04-07-1954,TX,Male,Needs Improvement,4,123456
64f809ed579803c711d60c2a,3552,Harper,Ramos,Area Sales Manager,Maria Chan,harper.ramos@bilearner.com,Zone B,Full-Time,Sales,11-08-1942,CO,Male,Needs Improvement,1,123456
64f809ed579803c711d60c2b,3553,Khalil,Mendez,Area Sales Manager,Regina Martinez,khalil.mendez@bilearner.com,Zone C,Temporary,Sales,07-05-1949,CO,Male,Fully Meets,4,123456
64f809ed579803c711d60c2c,3554,Lizeth,Holland,Area Sales Manager,Tonya Martin,lizeth.holland@bilearner.com,Zone C,Temporary,Sales,14-10-1958,IN,Male,Fully Meets,1,123456
64f809ed579803c711d60c2d,3555,Matilda,Randall,Area Sales Manager,Daniel Wolf,matilda.randall@bilearner.com,Zone C,Temporary,Sales,11-01-1988,IN,Female,Fully Meets,4,123456
64f809ed579803c711d60c2e,3556,Damien,Howe,Area Sales Manager,Sarah Petersen,damien.howe@bilearner.com,Zone B,Temporary,Sales,16-06-1961,CA,Male,Exceeds,2,123456
64f809ed579803c711d60c2f,3557,Nicholas,Obrien,Area Sales Manager,Victoria Christian DDS,nicholas.obrien@bilearner.com,Zone C,Temporary,Sales,06-06-1960,MA,Male,Fully Meets,2,123456
64f809ed579803c711d60c30,3558,Mildred,Gentry,Production Technician I,Erin Moore,mildred.gentry@bilearner.com,Zone A,Part-Time,Production       ,04-06-1959,MA,Female,Fully Meets,1,123456
64f809ed579803c711d60c31,3559,Wilson K,Adinolfi,Production Technician I,Andrea Gutierrez,wilson k.adinolfi@bilearner.com,Zone C,Full-Time,Production       ,18-11-1991,MA,Male,Fully Meets,2,123456
64f809ed579803c711d60c32,3560,Joanne,Handschiegl,Production Technician I,Wanda Ross DDS,joanne.handschiegl@bilearner.com,Zone C,Full-Time,Production       ,18-02-1954,MA,Female,Exceeds,4,123456
64f809ed579803c711d60c33,3561,Dianna,Blount,Production Technician II,Steven King,dianna.blount@bilearner.com,Zone C,Temporary,Production       ,31-01-1959,MA,Female,Fully Meets,5,123456
64f809ed579803c711d60c34,3562,Jean,Crimmings,Production Technician I,Stephen Rodriguez,jean.crimmings@bilearner.com,Zone B,Full-Time,Production       ,09-04-1954,MA,Female,Exceeds,2,123456
64f809ed579803c711d60c35,3563,Nore,Sadki,Production Technician I,Patricia Carter,nore.sadki@bilearner.com,Zone B,Full-Time,Production       ,15-10-1946,MA,Male,PIP,4,123456
64f809ed579803c711d60c36,3564,Susan,Lundy,Production Technician II,Diana Johnson,susan.lundy@bilearner.com,Zone C,Temporary,Production       ,07-11-1994,MA,Female,Fully Meets,1,123456
64f809ed579803c711d60c37,3565,Kramer,Keatts,Production Technician I,Diana Good,kramer.keatts@bilearner.com,Zone B,Full-Time,Production       ,10-05-1968,MA,Male,Fully Meets,4,123456
